Timestamp,Open,High,Low,Close,Volume,WAP,Count,YesterdayClose
20250923 10:51:30 America/New_York,222.6500,222.6500,222.6100,222.6400,62.0000000000000000,222.6320000000000000,29,227.9000
20250923 10:51:35 America/New_York,222.6500,222.7000,222.6500,222.6800,45.0000000000000000,222.6740000000000000,35,227.9000
20250923 10:51:40 America/New_York,222.6800,222.6900,222.6600,222.6800,16.0000000000000000,222.6760000000000000,10,227.9000
20250923 10:51:45 America/New_York,222.6800,222.7000,222.6700,222.6900,86.0000000000000000,222.6910000000000000,24,227.9000
20250923 10:51:50 America/New_York,222.6800,222.7000,222.6600,222.6800,44.0000000000000000,222.6820000000000000,26,227.9000
20250923 10:51:55 America/New_York,222.6800,222.7300,222.6700,222.7200,78.0000000000000000,222.7000000000000000,36,227.9000
20250923 10:52:00 America/New_York,222.7300,222.7500,222.7000,222.7100,96.0000000000000000,222.7270000000000000,52,227.9000
20250923 10:52:05 America/New_York,222.7100,222.7300,222.7000,222.7200,50.0000000000000000,222.7060000000000000,21,227.9000
20250923 10:52:10 America/New_York,222.7200,222.7300,222.6600,222.6700,52.0000000000000000,222.7030000000000000,44,227.9000
20250923 10:52:15 America/New_York,222.6700,222.6700,222.6300,222.6700,45.0000000000000000,222.6440000000000000,27,227.9000
20250923 10:52:20 America/New_York,222.6700,222.7200,222.6700,222.7200,65.0000000000000000,222.6950000000000000,42,227.9000
20250923 10:52:25 America/New_York,222.7200,222.7600,222.7200,222.7500,55.0000000000000000,222.7480000000000000,28,227.9000
20250923 10:52:30 America/New_York,222.7400,222.7400,222.7200,222.7300,53.0000000000000000,222.7340000000000000,29,227.9000
20250923 10:52:35 America/New_York,222.7400,222.7500,222.7200,222.7400,19.0000000000000000,222.7390000000000000,15,227.9000
20250923 10:52:40 America/New_York,222.7400,222.7500,222.7300,222.7500,38.0000000000000000,222.7430000000000000,15,227.9000
